X,Y,method,alternative,n,r,CI95%,p-unc,p-corr,p-adjust,BF10,power,X_desc,Y_desc,X_COG,Y_COG,COG_pair
TIGR00487,TIGR02013,pearson,two-sided,49947,0.6528603780445894,[0.65 0.66],0.0,0.0,fdr_bh,inf,1.0,translation initiation factor IF-2,"DNA-directed RNA polymerase, beta subunit",J,K,"J,K"
TIGR00487,TIGR02027,pearson,two-sided,51839,0.49705490894110715,[0.49 0.5 ],0.0,0.0,fdr_bh,inf,1.0,translation initiation factor IF-2,"DNA-directed RNA polymerase, alpha subunit",J,K,"J,K"
TIGR00487,TIGR02075,pearson,two-sided,51024,0.5364058913106117,[0.53 0.54],0.0,0.0,fdr_bh,inf,1.0,translation initiation factor IF-2,UMP kinase,J,F,"F,J"
TIGR00487,TIGR02191,pearson,two-sided,50755,0.47932504646629015,[0.47 0.49],0.0,0.0,fdr_bh,inf,1.0,translation initiation factor IF-2,ribonuclease III,J,J,"J,J"
TIGR00487,TIGR02273,pearson,two-sided,47005,0.4468403302887961,[0.44 0.45],0.0,0.0,fdr_bh,inf,1.0,translation initiation factor IF-2,16S rRNA processing protein RimM,J,J,"J,J"
TIGR00487,TIGR02350,pearson,two-sided,47689,0.5218004952002067,[0.52 0.53],0.0,0.0,fdr_bh,inf,1.0,translation initiation factor IF-2,chaperone protein DnaK,J,J,"J,J"
TIGR00487,TIGR02386,pearson,two-sided,48599,0.5987884298613496,[0.59 0.6 ],0.0,0.0,fdr_bh,inf,1.0,translation initiation factor IF-2,"DNA-directed RNA polymerase, beta' subunit",J,K,"J,K"
TIGR00487,TIGR02397,pearson,two-sided,52581,0.6362250686992516,[0.63 0.64],0.0,0.0,fdr_bh,inf,1.0,translation initiation factor IF-2,"DNA polymerase III, subunit gamma and tau",J,L,"J,L"
TIGR00487,TIGR02432,pearson,two-sided,51144,0.5584069129864483,[0.55 0.56],0.0,0.0,fdr_bh,inf,1.0,translation initiation factor IF-2,tRNA(Ile)-lysidine synthetase,J,J,"J,J"
TIGR00487,TIGR02729,pearson,two-sided,53642,0.5697761971107249,[0.56 0.58],0.0,0.0,fdr_bh,inf,1.0,translation initiation factor IF-2,Obg family GTPase CgtA,J,J,"J,J"
TIGR00487,TIGR03263,pearson,two-sided,51078,0.5001741208693088,[0.49 0.51],0.0,0.0,fdr_bh,inf,1.0,translation initiation factor IF-2,guanylate kinase,J,F,"F,J"
TIGR00487,TIGR03594,pearson,two-sided,52195,0.5439687862102265,[0.54 0.55],0.0,0.0,fdr_bh,inf,1.0,translation initiation factor IF-2,ribosome-associated GTPase EngA,J,J,"J,J"
TIGR00487,TIGR03625,pearson,two-sided,51202,0.4402621815956501,[0.43 0.45],0.0,0.0,fdr_bh,inf,1.0,translation initiation factor IF-2,50S ribosomal protein uL3,J,J,"J,J"
TIGR00487,TIGR03632,pearson,two-sided,51879,0.5578970906486382,[0.55 0.56],0.0,0.0,fdr_bh,inf,1.0,translation initiation factor IF-2,ribosomal protein uS11,J,J,"J,J"
TIGR00487,TIGR03654,pearson,two-sided,51065,0.46089785615896356,[0.45 0.47],0.0,0.0,fdr_bh,inf,1.0,translation initiation factor IF-2,ribosomal protein uL6,J,J,"J,J"
TIGR00487,TIGR03723,pearson,two-sided,53352,0.5670187208869691,[0.56 0.57],0.0,0.0,fdr_bh,inf,1.0,translation initiation factor IF-2,tRNA threonylcarbamoyl adenosine modification protein TsaD,J,J,"J,J"
TIGR00487,TIGR03725,pearson,two-sided,49774,0.45612547057119684,[0.45 0.46],0.0,0.0,fdr_bh,inf,1.0,translation initiation factor IF-2,tRNA threonylcarbamoyl adenosine modification protein YeaZ,J,J,"J,J"
TIGR00487,TIGR03953,pearson,two-sided,50987,0.4349433670517194,[0.43 0.44],0.0,0.0,fdr_bh,inf,1.0,translation initiation factor IF-2,50S ribosomal protein uL4,J,J,"J,J"
TIGR00496,TIGR00539,pearson,two-sided,49316,0.4337277403291202,[0.43 0.44],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,putative oxygen-independent coproporphyrinogen III oxidase,J,H,"H,J"
TIGR00496,TIGR00580,pearson,two-sided,50664,0.4723383278811113,[0.47 0.48],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,transcription-repair coupling factor,J,L,"J,L"
TIGR00496,TIGR00593,pearson,two-sided,52922,0.5464485307794253,[0.54 0.55],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,DNA polymerase I,J,L,"J,L"
TIGR00496,TIGR00615,pearson,two-sided,54176,0.4122137836744765,[0.41 0.42],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,recombination protein RecR,J,L,"J,L"
TIGR00496,TIGR00631,pearson,two-sided,53533,0.5289953726118277,[0.52 0.54],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,excinuclease ABC subunit B,J,L,"J,L"
TIGR00496,TIGR00634,pearson,two-sided,48480,0.513452868535519,[0.51 0.52],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,DNA repair protein RecN,J,L,"J,L"
TIGR00496,TIGR00635,pearson,two-sided,53643,0.47966690079515417,[0.47 0.49],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,Holliday junction DNA helicase RuvB,J,L,"J,L"
TIGR00496,TIGR00643,pearson,two-sided,51332,0.506376587188296,[0.5  0.51],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,ATP-dependent DNA helicase RecG,J,L,"J,L"
TIGR00496,TIGR00663,pearson,two-sided,51641,0.5306876870934127,[0.52 0.54],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,"DNA polymerase III, beta subunit",J,L,"J,L"
TIGR00496,TIGR00717,pearson,two-sided,44844,0.6025323069321,[0.6  0.61],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,ribosomal protein bS1,J,J,"J,J"
TIGR00496,TIGR00755,pearson,two-sided,54045,0.44904045946001436,[0.44 0.46],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,ribosomal RNA small subunit methyltransferase A,J,J,"J,J"
TIGR00496,TIGR00810,pearson,two-sided,54089,0.227629955606625,[0.22 0.24],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,"preprotein translocase, SecG subunit",J,U,"J,U"
TIGR00496,TIGR00922,pearson,two-sided,51031,0.4215134494850592,[0.41 0.43],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,transcription termination/antitermination factor NusG,J,K,"J,K"
TIGR00496,TIGR00928,pearson,two-sided,46506,0.47569789681566366,[0.47 0.48],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,adenylosuccinate lyase,J,F,"F,J"
TIGR00496,TIGR00959,pearson,two-sided,50465,0.5240917992533141,[0.52 0.53],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,signal recognition particle protein,J,U,"J,U"
TIGR00496,TIGR00963,pearson,two-sided,52290,0.5592095873975238,[0.55 0.57],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,"preprotein translocase, SecA subunit",J,U,"J,U"
TIGR00496,TIGR00964,pearson,two-sided,49983,0.3883209478697841,[0.38 0.4 ],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,"preprotein translocase, SecE subunit",J,U,"J,U"
TIGR00496,TIGR00967,pearson,two-sided,52274,0.4392480143492151,[0.43 0.45],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,"preprotein translocase, SecY subunit",J,U,"J,U"
TIGR00496,TIGR01009,pearson,two-sided,51100,0.44405831217762043,[0.44 0.45],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,ribosomal protein uS3,J,J,"J,J"
TIGR00496,TIGR01011,pearson,two-sided,54925,0.5099513292881975,[0.5  0.52],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,ribosomal protein uS2,J,J,"J,J"
TIGR00496,TIGR01017,pearson,two-sided,52270,0.3872020910521776,[0.38 0.39],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,ribosomal protein uS4,J,J,"J,J"
TIGR00496,TIGR01021,pearson,two-sided,52203,0.5228397363458931,[0.52 0.53],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,ribosomal protein uS5,J,J,"J,J"
TIGR00496,TIGR01029,pearson,two-sided,51086,0.43231549570632966,[0.43 0.44],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,ribosomal protein uS7,J,J,"J,J"
TIGR00496,TIGR01032,pearson,two-sided,54634,0.4306240499025939,[0.42 0.44],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,ribosomal protein bL20,J,J,"J,J"
TIGR00496,TIGR01039,pearson,two-sided,45609,0.42623698046126274,[0.42 0.43],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,"ATP synthase F1, beta subunit",J,C,"C,J"
TIGR00496,TIGR01044,pearson,two-sided,50927,0.36597647972395003,[0.36 0.37],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,ribosomal protein uL22,J,J,"J,J"
TIGR00496,TIGR01059,pearson,two-sided,49962,0.515598254586805,[0.51 0.52],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,"DNA gyrase, B subunit",J,L,"J,L"
TIGR00496,TIGR01063,pearson,two-sided,51091,0.5562982143098317,[0.55 0.56],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,"DNA gyrase, A subunit",J,L,"J,L"
TIGR00496,TIGR01066,pearson,two-sided,54522,0.4588990382101055,[0.45 0.47],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,ribosomal protein uL13,J,J,"J,J"
TIGR00496,TIGR01071,pearson,two-sided,52513,0.19851290772146465,[0.19 0.21],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,ribosomal protein uL15,J,J,"J,J"
TIGR00496,TIGR01079,pearson,two-sided,51388,0.45711606178765496,[0.45 0.46],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,ribosomal protein uL24,J,J,"J,J"
TIGR00496,TIGR01082,pearson,two-sided,50845,0.4949045896722304,[0.49 0.5 ],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,UDP-N-acetylmuramate--L-alanine ligase,J,M,"J,M"
TIGR00496,TIGR01087,pearson,two-sided,52403,0.508919734179691,[0.5  0.52],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,UDP-N-acetylmuramoylalanine--D-glutamate ligase,J,M,"J,M"
TIGR00496,TIGR01128,pearson,two-sided,51495,0.5130333837230787,[0.51 0.52],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,"DNA polymerase III, delta subunit",J,L,"J,L"
TIGR00496,TIGR01146,pearson,two-sided,46195,0.4375552295742235,[0.43 0.44],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,"ATP synthase F1, gamma subunit",J,C,"C,J"
TIGR00496,TIGR01164,pearson,two-sided,51210,0.28912464938109833,[0.28 0.3 ],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,ribosomal protein uL16,J,J,"J,J"
TIGR00496,TIGR01169,pearson,two-sided,51057,0.5303052094426335,[0.52 0.54],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,ribosomal protein uL1,J,J,"J,J"
TIGR00496,TIGR01171,pearson,two-sided,51211,0.5120956744319282,[0.51 0.52],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,ribosomal protein uL2,J,J,"J,J"
TIGR00496,TIGR01302,pearson,two-sided,46425,0.515584640678255,[0.51 0.52],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,inosine-5'-monophosphate dehydrogenase,J,F,"F,J"
TIGR00496,TIGR01391,pearson,two-sided,52351,0.5619499100290729,[0.56 0.57],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,DNA primase,J,L,"J,L"
TIGR00496,TIGR01393,pearson,two-sided,53404,0.4696411245818822,[0.46 0.48],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,elongation factor 4,J,J,"J,J"
TIGR00496,TIGR01394,pearson,two-sided,50496,0.43359016817539564,[0.43 0.44],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,GTP-binding protein TypA/BipA,J,T,"J,T"
TIGR00496,TIGR01510,pearson,two-sided,51255,0.37250514660861955,[0.37 0.38],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,pantetheine-phosphate adenylyltransferase,J,H,"H,J"
TIGR00496,TIGR01632,pearson,two-sided,51336,0.4212985779364235,[0.41 0.43],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,ribosomal protein uL11,J,J,"J,J"
TIGR00496,TIGR01951,pearson,two-sided,53657,0.38495601811648156,[0.38 0.39],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,transcription antitermination factor NusB,J,K,"J,K"
TIGR00496,TIGR01953,pearson,two-sided,55111,0.542863580879705,[0.54 0.55],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,transcription termination factor NusA,J,K,"J,K"
TIGR00496,TIGR02012,pearson,two-sided,53212,0.40587492885819104,[0.4  0.41],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,protein RecA,J,L,"J,L"
TIGR00496,TIGR02013,pearson,two-sided,50181,0.4340234158274455,[0.43 0.44],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,"DNA-directed RNA polymerase, beta subunit",J,K,"J,K"
TIGR00496,TIGR02027,pearson,two-sided,52325,0.44502767899750095,[0.44 0.45],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,"DNA-directed RNA polymerase, alpha subunit",J,K,"J,K"
TIGR00496,TIGR02075,pearson,two-sided,53258,0.4712977548772897,[0.46 0.48],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,UMP kinase,J,F,"F,J"
TIGR00496,TIGR02191,pearson,two-sided,51386,0.42836620140520787,[0.42 0.44],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,ribonuclease III,J,J,"J,J"
TIGR00496,TIGR02273,pearson,two-sided,47607,0.4930957505093131,[0.49 0.5 ],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,16S rRNA processing protein RimM,J,J,"J,J"
TIGR00496,TIGR02350,pearson,two-sided,47983,0.3366229488142774,[0.33 0.34],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,chaperone protein DnaK,J,J,"J,J"
TIGR00496,TIGR02386,pearson,two-sided,48850,0.501806623161936,[0.5  0.51],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,"DNA-directed RNA polymerase, beta' subunit",J,K,"J,K"
TIGR00496,TIGR02397,pearson,two-sided,53074,0.4860353378606155,[0.48 0.49],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,"DNA polymerase III, subunit gamma and tau",J,L,"J,L"
TIGR00496,TIGR02432,pearson,two-sided,51652,0.47616817929184446,[0.47 0.48],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,tRNA(Ile)-lysidine synthetase,J,J,"J,J"
TIGR00496,TIGR02729,pearson,two-sided,54157,0.4954282400421032,[0.49 0.5 ],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,Obg family GTPase CgtA,J,J,"J,J"
TIGR00496,TIGR03263,pearson,two-sided,51655,0.49185401186260885,[0.49 0.5 ],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,guanylate kinase,J,F,"F,J"
TIGR00496,TIGR03594,pearson,two-sided,52997,0.526805790460447,[0.52 0.53],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,ribosome-associated GTPase EngA,J,J,"J,J"
TIGR00496,TIGR03625,pearson,two-sided,51628,0.5827958888176812,[0.58 0.59],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,50S ribosomal protein uL3,J,J,"J,J"
TIGR00496,TIGR03632,pearson,two-sided,52379,0.48116627452643757,[0.47 0.49],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,ribosomal protein uS11,J,J,"J,J"
TIGR00496,TIGR03654,pearson,two-sided,51535,0.43307857523476345,[0.43 0.44],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,ribosomal protein uL6,J,J,"J,J"
TIGR00496,TIGR03723,pearson,two-sided,53908,0.42586045056658145,[0.42 0.43],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,tRNA threonylcarbamoyl adenosine modification protein TsaD,J,J,"J,J"
TIGR00496,TIGR03725,pearson,two-sided,50497,0.37928597580011764,[0.37 0.39],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,tRNA threonylcarbamoyl adenosine modification protein YeaZ,J,J,"J,J"
TIGR00496,TIGR03953,pearson,two-sided,51406,0.45660415236790575,[0.45 0.46],0.0,0.0,fdr_bh,inf,1.0,ribosome recycling factor,50S ribosomal protein uL4,J,J,"J,J"
TIGR00539,TIGR00580,pearson,two-sided,47269,0.7416482249740861,[0.74 0.75],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,transcription-repair coupling factor,H,L,"H,L"
TIGR00539,TIGR00593,pearson,two-sided,47619,0.7390598530094141,[0.73 0.74],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,DNA polymerase I,H,L,"H,L"
TIGR00539,TIGR00615,pearson,two-sided,48160,0.4862252339010845,[0.48 0.49],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,recombination protein RecR,H,L,"H,L"
TIGR00539,TIGR00631,pearson,two-sided,47639,0.6753544352065154,[0.67 0.68],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,excinuclease ABC subunit B,H,L,"H,L"
TIGR00539,TIGR00634,pearson,two-sided,45980,0.6998762477195963,[0.7 0.7],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,DNA repair protein RecN,H,L,"H,L"
TIGR00539,TIGR00635,pearson,two-sided,48495,0.5724016149395992,[0.57 0.58],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,Holliday junction DNA helicase RuvB,H,L,"H,L"
TIGR00539,TIGR00643,pearson,two-sided,45871,0.726797463361728,[0.72 0.73],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,ATP-dependent DNA helicase RecG,H,L,"H,L"
TIGR00539,TIGR00663,pearson,two-sided,45766,0.5180995304983231,[0.51 0.52],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,"DNA polymerase III, beta subunit",H,L,"H,L"
TIGR00539,TIGR00717,pearson,two-sided,41346,0.5643969114745464,[0.56 0.57],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,ribosomal protein bS1,H,J,"H,J"
TIGR00539,TIGR00755,pearson,two-sided,48361,0.5980907276364433,[0.59 0.6 ],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,ribosomal RNA small subunit methyltransferase A,H,J,"H,J"
TIGR00539,TIGR00810,pearson,two-sided,47828,0.15518489590509085,[0.15 0.16],1.6145937830789462e-255,1.632658208636691e-255,fdr_bh,8.137e+250,1.0,putative oxygen-independent coproporphyrinogen III oxidase,"preprotein translocase, SecG subunit",H,U,"H,U"
TIGR00539,TIGR00922,pearson,two-sided,45199,0.5107523742753689,[0.5  0.52],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,transcription termination/antitermination factor NusG,H,K,"H,K"
TIGR00539,TIGR00928,pearson,two-sided,42631,0.5362576668283681,[0.53 0.54],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,adenylosuccinate lyase,H,F,"F,H"
TIGR00539,TIGR00959,pearson,two-sided,46958,0.615414791320142,[0.61 0.62],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,signal recognition particle protein,H,U,"H,U"
TIGR00539,TIGR00963,pearson,two-sided,46394,0.6116484680606865,[0.61 0.62],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,"preprotein translocase, SecA subunit",H,U,"H,U"
TIGR00539,TIGR00964,pearson,two-sided,44294,0.3883141111358143,[0.38 0.4 ],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,"preprotein translocase, SecE subunit",H,U,"H,U"
TIGR00539,TIGR00967,pearson,two-sided,46123,0.4574112149214239,[0.45 0.46],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,"preprotein translocase, SecY subunit",H,U,"H,U"
TIGR00539,TIGR01009,pearson,two-sided,44979,0.5086921951818577,[0.5  0.52],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,ribosomal protein uS3,H,J,"H,J"
TIGR00539,TIGR01011,pearson,two-sided,47829,0.5039016628721491,[0.5  0.51],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,ribosomal protein uS2,H,J,"H,J"
TIGR00539,TIGR01017,pearson,two-sided,46008,0.2205138203200608,[0.21 0.23],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,ribosomal protein uS4,H,J,"H,J"
TIGR00539,TIGR01021,pearson,two-sided,46018,0.4995420987721907,[0.49 0.51],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,ribosomal protein uS5,H,J,"H,J"
TIGR00539,TIGR01029,pearson,two-sided,44943,0.26637203889300326,[0.26 0.27],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,ribosomal protein uS7,H,J,"H,J"
TIGR00539,TIGR01032,pearson,two-sided,48276,0.45670577115278865,[0.45 0.46],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,ribosomal protein bL20,H,J,"H,J"
TIGR00539,TIGR01039,pearson,two-sided,41186,0.4216137158307583,[0.41 0.43],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,"ATP synthase F1, beta subunit",H,C,"C,H"
TIGR00539,TIGR01044,pearson,two-sided,44942,0.40253866418295126,[0.39 0.41],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,ribosomal protein uL22,H,J,"H,J"
TIGR00539,TIGR01059,pearson,two-sided,44255,0.5564347043643075,[0.55 0.56],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,"DNA gyrase, B subunit",H,L,"H,L"
TIGR00539,TIGR01063,pearson,two-sided,45446,0.5948360608389444,[0.59 0.6 ],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,"DNA gyrase, A subunit",H,L,"H,L"
TIGR00539,TIGR01066,pearson,two-sided,48125,0.336670240978296,[0.33 0.34],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,ribosomal protein uL13,H,J,"H,J"
TIGR00539,TIGR01071,pearson,two-sided,46371,0.12080792965612563,[0.11 0.13],2.831889644757862e-150,2.8514584774462184e-150,fdr_bh,6.203e+145,1.0,putative oxygen-independent coproporphyrinogen III oxidase,ribosomal protein uL15,H,J,"H,J"
TIGR00539,TIGR01079,pearson,two-sided,45240,0.5329750033067071,[0.53 0.54],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,ribosomal protein uL24,H,J,"H,J"
TIGR00539,TIGR01082,pearson,two-sided,46138,0.6402970420355041,[0.63 0.65],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,UDP-N-acetylmuramate--L-alanine ligase,H,M,"H,M"
TIGR00539,TIGR01087,pearson,two-sided,47193,0.7313483639234534,[0.73 0.74],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,UDP-N-acetylmuramoylalanine--D-glutamate ligase,H,M,"H,M"
TIGR00539,TIGR01128,pearson,two-sided,46847,0.7100517618554328,[0.71 0.71],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,"DNA polymerase III, delta subunit",H,L,"H,L"
TIGR00539,TIGR01146,pearson,two-sided,41641,0.517643950264824,[0.51 0.52],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,"ATP synthase F1, gamma subunit",H,C,"C,H"
TIGR00539,TIGR01164,pearson,two-sided,45088,0.3477151022219962,[0.34 0.36],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,ribosomal protein uL16,H,J,"H,J"
TIGR00539,TIGR01169,pearson,two-sided,45736,0.5043683562354286,[0.5  0.51],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,ribosomal protein uL1,H,J,"H,J"
TIGR00539,TIGR01171,pearson,two-sided,45089,0.5476033885225335,[0.54 0.55],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,ribosomal protein uL2,H,J,"H,J"
TIGR00539,TIGR01302,pearson,two-sided,42895,0.5596784275177515,[0.55 0.57],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,inosine-5'-monophosphate dehydrogenase,H,F,"F,H"
TIGR00539,TIGR01391,pearson,two-sided,46303,0.734186787799618,[0.73 0.74],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,DNA primase,H,L,"H,L"
TIGR00539,TIGR01393,pearson,two-sided,48244,0.5465064039499741,[0.54 0.55],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,elongation factor 4,H,J,"H,J"
TIGR00539,TIGR01394,pearson,two-sided,45967,0.4732554026346252,[0.47 0.48],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,GTP-binding protein TypA/BipA,H,T,"H,T"
TIGR00539,TIGR01510,pearson,two-sided,47204,0.49811918999829774,[0.49 0.5 ],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,pantetheine-phosphate adenylyltransferase,H,H,"H,H"
TIGR00539,TIGR01632,pearson,two-sided,45278,0.3249507428677324,[0.32 0.33],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,ribosomal protein uL11,H,J,"H,J"
TIGR00539,TIGR01951,pearson,two-sided,48206,0.5615718301408219,[0.56 0.57],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,transcription antitermination factor NusB,H,K,"H,K"
TIGR00539,TIGR01953,pearson,two-sided,48804,0.548842002449609,[0.54 0.56],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,transcription termination factor NusA,H,K,"H,K"
TIGR00539,TIGR02012,pearson,two-sided,47113,0.4237237262270291,[0.42 0.43],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,protein RecA,H,L,"H,L"
TIGR00539,TIGR02013,pearson,two-sided,44315,0.4224638350253088,[0.41 0.43],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,"DNA-directed RNA polymerase, beta subunit",H,K,"H,K"
TIGR00539,TIGR02027,pearson,two-sided,46169,0.40740609933095,[0.4  0.41],0.0,0.0,fdr_bh,inf,1.0,putative oxygen-independent coproporphyrinogen III oxidase,"DNA-directed RNA polymerase, alpha subunit",H,K,"H,K"
