X,Y,method,covar,alternative,n,r,CI95%,p-unc,p-corr,p-adjust,X_desc,Y_desc,X_COG,Y_COG,COG_pair
TIGR01082,TIGR02397,pearson,['genome_avg_NOSC'],two-sided,48715,0.25944222576362586,[0.25 0.27],0.0,0.0,fdr_bh,UDP-N-acetylmuramate--L-alanine ligase,"DNA polymerase III, subunit gamma and tau",M,L,"L,M"
TIGR01082,TIGR02432,pearson,['genome_avg_NOSC'],two-sided,47973,0.2845973662009408,[0.28 0.29],0.0,0.0,fdr_bh,UDP-N-acetylmuramate--L-alanine ligase,tRNA(Ile)-lysidine synthetase,M,J,"J,M"
TIGR01082,TIGR02729,pearson,['genome_avg_NOSC'],two-sided,49859,0.2657237582156918,[0.26 0.27],0.0,0.0,fdr_bh,UDP-N-acetylmuramate--L-alanine ligase,Obg family GTPase CgtA,M,J,"J,M"
TIGR01082,TIGR03263,pearson,['genome_avg_NOSC'],two-sided,48131,0.229324745934496,[0.22 0.24],0.0,0.0,fdr_bh,UDP-N-acetylmuramate--L-alanine ligase,guanylate kinase,M,F,"F,M"
TIGR01082,TIGR03594,pearson,['genome_avg_NOSC'],two-sided,48774,0.30758333849216024,[0.3  0.32],0.0,0.0,fdr_bh,UDP-N-acetylmuramate--L-alanine ligase,ribosome-associated GTPase EngA,M,J,"J,M"
TIGR01082,TIGR03625,pearson,['genome_avg_NOSC'],two-sided,47259,0.077523584974555,[0.07 0.09],6.561334252618169e-64,8.827572369265824e-64,fdr_bh,UDP-N-acetylmuramate--L-alanine ligase,50S ribosomal protein uL3,M,J,"J,M"
TIGR01082,TIGR03632,pearson,['genome_avg_NOSC'],two-sided,47875,0.2558119931865474,[0.25 0.26],0.0,0.0,fdr_bh,UDP-N-acetylmuramate--L-alanine ligase,ribosomal protein uS11,M,J,"J,M"
TIGR01082,TIGR03654,pearson,['genome_avg_NOSC'],two-sided,47169,0.33854784316386427,[0.33 0.35],0.0,0.0,fdr_bh,UDP-N-acetylmuramate--L-alanine ligase,ribosomal protein uL6,M,J,"J,M"
TIGR01082,TIGR03723,pearson,['genome_avg_NOSC'],two-sided,49561,0.32907142341009105,[0.32 0.34],0.0,0.0,fdr_bh,UDP-N-acetylmuramate--L-alanine ligase,tRNA threonylcarbamoyl adenosine modification protein TsaD,M,J,"J,M"
TIGR01082,TIGR03725,pearson,['genome_avg_NOSC'],two-sided,46928,0.19572224981277764,[0.19 0.2 ],0.0,0.0,fdr_bh,UDP-N-acetylmuramate--L-alanine ligase,tRNA threonylcarbamoyl adenosine modification protein YeaZ,M,J,"J,M"
TIGR01082,TIGR03953,pearson,['genome_avg_NOSC'],two-sided,47049,0.12502472325071032,[0.12 0.13],3.312580680513249e-163,5.792756810890178e-163,fdr_bh,UDP-N-acetylmuramate--L-alanine ligase,50S ribosomal protein uL4,M,J,"J,M"
TIGR01087,TIGR01128,pearson,['genome_avg_NOSC'],two-sided,48925,0.12344077400073704,[0.11 0.13],2.2165904694438436e-165,3.8962225386088243e-165,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,"DNA polymerase III, delta subunit",M,L,"L,M"
TIGR01087,TIGR01146,pearson,['genome_avg_NOSC'],two-sided,43954,-0.01405464056899912,[-0.02 -0.  ],0.003212749973080747,0.00334583354839506,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,"ATP synthase F1, gamma subunit",M,C,"C,M"
TIGR01087,TIGR01164,pearson,['genome_avg_NOSC'],two-sided,48217,0.02487731911963934,[0.02 0.03],4.6736146466541965e-08,5.045299149850463e-08,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,ribosomal protein uL16,M,J,"J,M"
TIGR01087,TIGR01169,pearson,['genome_avg_NOSC'],two-sided,48271,0.11671182544837173,[0.11 0.13],5.481863248378416e-146,9.140706117099927e-146,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,ribosomal protein uL1,M,J,"J,M"
TIGR01087,TIGR01171,pearson,['genome_avg_NOSC'],two-sided,48206,-0.014431156097293259,[-0.02 -0.01],0.001532092599010767,0.0015999913934381857,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,ribosomal protein uL2,M,J,"J,M"
TIGR01087,TIGR01302,pearson,['genome_avg_NOSC'],two-sided,44929,0.22257365981664937,[0.21 0.23],0.0,0.0,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,inosine-5'-monophosphate dehydrogenase,M,F,"F,M"
TIGR01087,TIGR01391,pearson,['genome_avg_NOSC'],two-sided,49480,0.16662331020052065,[0.16 0.18],6.765172308455756e-305,1.7494867903793588e-304,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,DNA primase,M,L,"L,M"
TIGR01087,TIGR01393,pearson,['genome_avg_NOSC'],two-sided,50572,0.08854896397897986,[0.08 0.1 ],1.4518058669655305e-88,2.0932742104470694e-88,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,elongation factor 4,M,J,"J,M"
TIGR01087,TIGR01394,pearson,['genome_avg_NOSC'],two-sided,48001,0.07094554557788506,[0.06 0.08],1.3068672568152956e-54,1.7083544880375708e-54,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,GTP-binding protein TypA/BipA,M,T,"M,T"
TIGR01087,TIGR01510,pearson,['genome_avg_NOSC'],two-sided,49047,0.04896324055785854,[0.04 0.06],1.998783765765229e-27,2.3596752790283953e-27,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,pantetheine-phosphate adenylyltransferase,M,H,"H,M"
TIGR01087,TIGR01632,pearson,['genome_avg_NOSC'],two-sided,48312,0.026570564383138078,[0.02 0.04],5.187992333395059e-09,5.632091418646909e-09,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,ribosomal protein uL11,M,J,"J,M"
TIGR01087,TIGR01951,pearson,['genome_avg_NOSC'],two-sided,50904,0.0964209920043871,[0.09 0.11],2.103305351420866e-105,3.1742972329623726e-105,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,transcription antitermination factor NusB,M,K,"K,M"
TIGR01087,TIGR01953,pearson,['genome_avg_NOSC'],two-sided,51985,0.043056377305123156,[0.03 0.05],9.127594111611568e-23,1.0574561407903065e-22,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,transcription termination factor NusA,M,K,"K,M"
TIGR01087,TIGR02012,pearson,['genome_avg_NOSC'],two-sided,50166,0.10472893250821962,[0.1  0.11],2.4973823211233004e-122,3.956358946709644e-122,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,protein RecA,M,L,"L,M"
TIGR01087,TIGR02013,pearson,['genome_avg_NOSC'],two-sided,47250,0.0614471352228666,[0.05 0.07],9.183722846886167e-41,1.1415700056888445e-40,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,"DNA-directed RNA polymerase, beta subunit",M,K,"K,M"
TIGR01087,TIGR02027,pearson,['genome_avg_NOSC'],two-sided,49486,0.08320696505043884,[0.07 0.09],9.593719649610716e-77,1.3428574455640171e-76,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,"DNA-directed RNA polymerase, alpha subunit",M,K,"K,M"
TIGR01087,TIGR02075,pearson,['genome_avg_NOSC'],two-sided,49294,0.10964130230414573,[0.1  0.12],1.1676201187318123e-131,1.8921488079312618e-131,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,UMP kinase,M,F,"F,M"
TIGR01087,TIGR02191,pearson,['genome_avg_NOSC'],two-sided,48371,0.14752969436045893,[0.14 0.16],1.8558560707366305e-233,3.9378342778780212e-233,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,ribonuclease III,M,J,"J,M"
TIGR01087,TIGR02273,pearson,['genome_avg_NOSC'],two-sided,45780,0.09749609567796877,[0.09 0.11],4.3835268576656525e-97,6.475973880350249e-97,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,16S rRNA processing protein RimM,M,J,"J,M"
TIGR01087,TIGR02350,pearson,['genome_avg_NOSC'],two-sided,45136,0.02160780293637399,[0.01 0.03],4.411560348357139e-06,4.700573181207278e-06,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,chaperone protein DnaK,M,J,"J,M"
TIGR01087,TIGR02386,pearson,['genome_avg_NOSC'],two-sided,45975,0.08342530902643316,[0.07 0.09],8.468093074130166e-72,1.1672236399476717e-71,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,"DNA-directed RNA polymerase, beta' subunit",M,K,"K,M"
TIGR01087,TIGR02397,pearson,['genome_avg_NOSC'],two-sided,50120,0.1205654041731667,[0.11 0.13],1.3092717069400056e-161,2.2811615391780477e-161,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,"DNA polymerase III, subunit gamma and tau",M,L,"L,M"
TIGR01087,TIGR02432,pearson,['genome_avg_NOSC'],two-sided,49222,0.19742450650686513,[0.19 0.21],0.0,0.0,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,tRNA(Ile)-lysidine synthetase,M,J,"J,M"
TIGR01087,TIGR02729,pearson,['genome_avg_NOSC'],two-sided,51278,0.12799513724758807,[0.12 0.14],3.305981926574893e-186,6.1566799571582514e-186,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,Obg family GTPase CgtA,M,J,"J,M"
TIGR01087,TIGR03263,pearson,['genome_avg_NOSC'],two-sided,49229,0.12602525956620494,[0.12 0.13],2.0940579704180255e-173,3.762348744032386e-173,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,guanylate kinase,M,F,"F,M"
TIGR01087,TIGR03594,pearson,['genome_avg_NOSC'],two-sided,50271,0.12781345244744974,[0.12 0.14],4.487546237217615e-182,8.245259941774003e-182,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,ribosome-associated GTPase EngA,M,J,"J,M"
TIGR01087,TIGR03625,pearson,['genome_avg_NOSC'],two-sided,48570,0.09115083908956362,[0.08 0.1 ],4.065834997980491e-90,5.886062831626259e-90,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,50S ribosomal protein uL3,M,J,"J,M"
TIGR01087,TIGR03632,pearson,['genome_avg_NOSC'],two-sided,49251,0.12337929279319816,[0.11 0.13],2.6441054959631237e-166,4.6591592401719406e-166,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,ribosomal protein uS11,M,J,"J,M"
TIGR01087,TIGR03654,pearson,['genome_avg_NOSC'],two-sided,48492,0.1292314257760057,[0.12 0.14],1.3054059622376627e-179,2.378917450325909e-179,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,ribosomal protein uL6,M,J,"J,M"
TIGR01087,TIGR03723,pearson,['genome_avg_NOSC'],two-sided,50935,0.18862446976894542,[0.18 0.2 ],0.0,0.0,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,tRNA threonylcarbamoyl adenosine modification protein TsaD,M,J,"J,M"
TIGR01087,TIGR03725,pearson,['genome_avg_NOSC'],two-sided,48152,0.10865675595936669,[0.1  0.12],2.2367101519273637e-126,3.5807422611572596e-126,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,tRNA threonylcarbamoyl adenosine modification protein YeaZ,M,J,"J,M"
TIGR01087,TIGR03953,pearson,['genome_avg_NOSC'],two-sided,48386,0.030069526252525028,[0.02 0.04],3.7005890404089344e-11,4.059334114075863e-11,fdr_bh,UDP-N-acetylmuramoylalanine--D-glutamate ligase,50S ribosomal protein uL4,M,J,"J,M"
TIGR01128,TIGR01146,pearson,['genome_avg_NOSC'],two-sided,43260,0.002480133296288451,[-0.01  0.01],0.6059774762133152,0.610940296549431,fdr_bh,"DNA polymerase III, delta subunit","ATP synthase F1, gamma subunit",L,C,"C,L"
TIGR01128,TIGR01164,pearson,['genome_avg_NOSC'],two-sided,47308,0.0875262398348912,[0.08 0.1 ],4.215617154589801e-81,5.976867848246858e-81,fdr_bh,"DNA polymerase III, delta subunit",ribosomal protein uL16,L,J,"J,L"
TIGR01128,TIGR01169,pearson,['genome_avg_NOSC'],two-sided,47807,0.22598889700124994,[0.22 0.23],0.0,0.0,fdr_bh,"DNA polymerase III, delta subunit",ribosomal protein uL1,L,J,"J,L"
TIGR01128,TIGR01171,pearson,['genome_avg_NOSC'],two-sided,47324,0.21083086594908057,[0.2  0.22],0.0,0.0,fdr_bh,"DNA polymerase III, delta subunit",ribosomal protein uL2,L,J,"J,L"
TIGR01128,TIGR01302,pearson,['genome_avg_NOSC'],two-sided,44145,0.1417499952570671,[0.13 0.15],7.378339169777518e-197,1.4207481572872566e-196,fdr_bh,"DNA polymerase III, delta subunit",inosine-5'-monophosphate dehydrogenase,L,F,"F,L"
TIGR01128,TIGR01391,pearson,['genome_avg_NOSC'],two-sided,48507,0.22997115381161068,[0.22 0.24],0.0,0.0,fdr_bh,"DNA polymerase III, delta subunit",DNA primase,L,L,"L,L"
TIGR01128,TIGR01393,pearson,['genome_avg_NOSC'],two-sided,49738,0.0894612903273405,[0.08 0.1 ],6.587670231531263e-89,9.509900010742665e-89,fdr_bh,"DNA polymerase III, delta subunit",elongation factor 4,L,J,"J,L"
TIGR01128,TIGR01394,pearson,['genome_avg_NOSC'],two-sided,47309,0.11675517493591572,[0.11 0.13],3.1826411538443045e-143,5.274850937429976e-143,fdr_bh,"DNA polymerase III, delta subunit",GTP-binding protein TypA/BipA,L,T,"L,T"
TIGR01128,TIGR01510,pearson,['genome_avg_NOSC'],two-sided,48551,-0.030897576980430233,[-0.04 -0.02],9.797775206081627e-12,1.0787373164444536e-11,fdr_bh,"DNA polymerase III, delta subunit",pantetheine-phosphate adenylyltransferase,L,H,"H,L"
TIGR01128,TIGR01632,pearson,['genome_avg_NOSC'],two-sided,47532,-0.045407629336905724,[-0.05 -0.04],3.9819334944390915e-23,4.61692191463058e-23,fdr_bh,"DNA polymerase III, delta subunit",ribosomal protein uL11,L,J,"J,L"
TIGR01128,TIGR01951,pearson,['genome_avg_NOSC'],two-sided,49772,0.2090198451562531,[0.2  0.22],0.0,0.0,fdr_bh,"DNA polymerase III, delta subunit",transcription antitermination factor NusB,L,K,"K,L"
TIGR01128,TIGR01953,pearson,['genome_avg_NOSC'],two-sided,51107,0.1282323498093841,[0.12 0.14],2.7979942228413033e-186,5.213381720012241e-186,fdr_bh,"DNA polymerase III, delta subunit",transcription termination factor NusA,L,K,"K,L"
TIGR01128,TIGR02012,pearson,['genome_avg_NOSC'],two-sided,49290,0.06036622221672171,[0.05 0.07],5.014881877656609e-41,6.236937224606896e-41,fdr_bh,"DNA polymerase III, delta subunit",protein RecA,L,L,"L,L"
TIGR01128,TIGR02013,pearson,['genome_avg_NOSC'],two-sided,46462,0.08414182618947223,[0.08 0.09],9.192113989910066e-74,1.2741544144429795e-73,fdr_bh,"DNA polymerase III, delta subunit","DNA-directed RNA polymerase, beta subunit",L,K,"K,L"
TIGR01128,TIGR02027,pearson,['genome_avg_NOSC'],two-sided,48366,0.11638088892687942,[0.11 0.13],1.8969647413480107e-145,3.1586586411438425e-145,fdr_bh,"DNA polymerase III, delta subunit","DNA-directed RNA polymerase, alpha subunit",L,K,"K,L"
TIGR01128,TIGR02075,pearson,['genome_avg_NOSC'],two-sided,48614,0.12647008005488253,[0.12 0.14],1.8007648039524637e-172,3.226464416617463e-172,fdr_bh,"DNA polymerase III, delta subunit",UMP kinase,L,F,"F,L"
TIGR01128,TIGR02191,pearson,['genome_avg_NOSC'],two-sided,47874,0.14513108044301445,[0.14 0.15],1.2869405749116394e-223,2.646531020987646e-223,fdr_bh,"DNA polymerase III, delta subunit",ribonuclease III,L,J,"J,L"
TIGR01128,TIGR02273,pearson,['genome_avg_NOSC'],two-sided,45255,0.18882990569219363,[0.18 0.2 ],0.0,0.0,fdr_bh,"DNA polymerase III, delta subunit",16S rRNA processing protein RimM,L,J,"J,L"
TIGR01128,TIGR02350,pearson,['genome_avg_NOSC'],two-sided,44508,-0.11480211962076797,[-0.12 -0.11],2.0022275918858244e-130,3.2365644116062453e-130,fdr_bh,"DNA polymerase III, delta subunit",chaperone protein DnaK,L,J,"J,L"
TIGR01128,TIGR02386,pearson,['genome_avg_NOSC'],two-sided,45379,0.033094071839996166,[0.02 0.04],1.7703283780315813e-12,1.956073138215025e-12,fdr_bh,"DNA polymerase III, delta subunit","DNA-directed RNA polymerase, beta' subunit",L,K,"K,L"
TIGR01128,TIGR02397,pearson,['genome_avg_NOSC'],two-sided,49425,0.10028480766940696,[0.09 0.11],1.190696266987487e-110,1.8235888773682232e-110,fdr_bh,"DNA polymerase III, delta subunit","DNA polymerase III, subunit gamma and tau",L,L,"L,L"
TIGR01128,TIGR02432,pearson,['genome_avg_NOSC'],two-sided,48917,0.13291992191826824,[0.12 0.14],1.2512979455369749e-191,2.368575644521209e-191,fdr_bh,"DNA polymerase III, delta subunit",tRNA(Ile)-lysidine synthetase,L,J,"J,L"
TIGR01128,TIGR02729,pearson,['genome_avg_NOSC'],two-sided,50457,0.04800824055973323,[0.04 0.06],3.847790227976342e-27,4.534283252640879e-27,fdr_bh,"DNA polymerase III, delta subunit",Obg family GTPase CgtA,L,J,"J,L"
TIGR01128,TIGR03263,pearson,['genome_avg_NOSC'],two-sided,48742,0.21967057015371494,[0.21 0.23],0.0,0.0,fdr_bh,"DNA polymerase III, delta subunit",guanylate kinase,L,F,"F,L"
TIGR01128,TIGR03594,pearson,['genome_avg_NOSC'],two-sided,49930,0.17695352891237556,[0.17 0.19],0.0,0.0,fdr_bh,"DNA polymerase III, delta subunit",ribosome-associated GTPase EngA,L,J,"J,L"
TIGR01128,TIGR03625,pearson,['genome_avg_NOSC'],two-sided,47713,0.15087813263739358,[0.14 0.16],6.583200869015686e-241,1.4196331683712474e-240,fdr_bh,"DNA polymerase III, delta subunit",50S ribosomal protein uL3,L,J,"J,L"
TIGR01128,TIGR03632,pearson,['genome_avg_NOSC'],two-sided,48382,0.24626871580062606,[0.24 0.25],0.0,0.0,fdr_bh,"DNA polymerase III, delta subunit",ribosomal protein uS11,L,J,"J,L"
TIGR01128,TIGR03654,pearson,['genome_avg_NOSC'],two-sided,47720,-0.06528244800111146,[-0.07 -0.06],3.1061839706604448e-46,3.9378823775773394e-46,fdr_bh,"DNA polymerase III, delta subunit",ribosomal protein uL6,L,J,"J,L"
TIGR01128,TIGR03723,pearson,['genome_avg_NOSC'],two-sided,50128,0.07606795696732115,[0.07 0.08],3.1983530838376407e-65,4.3217715780849264e-65,fdr_bh,"DNA polymerase III, delta subunit",tRNA threonylcarbamoyl adenosine modification protein TsaD,L,J,"J,L"
TIGR01128,TIGR03725,pearson,['genome_avg_NOSC'],two-sided,48056,0.04654654419373779,[0.04 0.06],1.8081931666818087e-24,2.1085251037249904e-24,fdr_bh,"DNA polymerase III, delta subunit",tRNA threonylcarbamoyl adenosine modification protein YeaZ,L,J,"J,L"
TIGR01128,TIGR03953,pearson,['genome_avg_NOSC'],two-sided,47487,0.03166044467301724,[0.02 0.04],5.172316752485784e-12,5.70264694452571e-12,fdr_bh,"DNA polymerase III, delta subunit",50S ribosomal protein uL4,L,J,"J,L"
TIGR01146,TIGR01164,pearson,['genome_avg_NOSC'],two-sided,43509,0.16751670897097726,[0.16 0.18],2.893219504050534e-271,6.80197143856464e-271,fdr_bh,"ATP synthase F1, gamma subunit",ribosomal protein uL16,C,J,"C,J"
TIGR01146,TIGR01169,pearson,['genome_avg_NOSC'],two-sided,43215,0.2859474169491304,[0.28 0.29],0.0,0.0,fdr_bh,"ATP synthase F1, gamma subunit",ribosomal protein uL1,C,J,"C,J"
TIGR01146,TIGR01171,pearson,['genome_avg_NOSC'],two-sided,43502,0.04491263452504,[0.04 0.05],7.12789194565511e-21,8.188760819304503e-21,fdr_bh,"ATP synthase F1, gamma subunit",ribosomal protein uL2,C,J,"C,J"
TIGR01146,TIGR01302,pearson,['genome_avg_NOSC'],two-sided,39835,0.11290617821031916,[0.1  0.12],3.788448893853332e-113,5.865031461863137e-113,fdr_bh,"ATP synthase F1, gamma subunit",inosine-5'-monophosphate dehydrogenase,C,F,"C,F"
TIGR01146,TIGR01391,pearson,['genome_avg_NOSC'],two-sided,43542,0.21218262554594297,[0.2  0.22],0.0,0.0,fdr_bh,"ATP synthase F1, gamma subunit",DNA primase,C,L,"C,L"
TIGR01146,TIGR01393,pearson,['genome_avg_NOSC'],two-sided,44868,0.27437923291392474,[0.27 0.28],0.0,0.0,fdr_bh,"ATP synthase F1, gamma subunit",elongation factor 4,C,J,"C,J"
TIGR01146,TIGR01394,pearson,['genome_avg_NOSC'],two-sided,42818,0.2307845562578023,[0.22 0.24],0.0,0.0,fdr_bh,"ATP synthase F1, gamma subunit",GTP-binding protein TypA/BipA,C,T,"C,T"
TIGR01146,TIGR01510,pearson,['genome_avg_NOSC'],two-sided,43832,0.10819652877915302,[0.1  0.12],2.9787163529977988e-114,4.629524327471546e-114,fdr_bh,"ATP synthase F1, gamma subunit",pantetheine-phosphate adenylyltransferase,C,H,"C,H"
TIGR01146,TIGR01632,pearson,['genome_avg_NOSC'],two-sided,43188,0.22500879028345655,[0.22 0.23],0.0,0.0,fdr_bh,"ATP synthase F1, gamma subunit",ribosomal protein uL11,C,J,"C,J"
TIGR01146,TIGR01951,pearson,['genome_avg_NOSC'],two-sided,44474,0.05867722691701172,[0.05 0.07],3.168892565410903e-35,3.857124602290121e-35,fdr_bh,"ATP synthase F1, gamma subunit",transcription antitermination factor NusB,C,K,"C,K"
TIGR01146,TIGR01953,pearson,['genome_avg_NOSC'],two-sided,45972,0.2442805674963265,[0.24 0.25],0.0,0.0,fdr_bh,"ATP synthase F1, gamma subunit",transcription termination factor NusA,C,K,"C,K"
TIGR01146,TIGR02012,pearson,['genome_avg_NOSC'],two-sided,44353,0.2920401743412032,[0.28 0.3 ],0.0,0.0,fdr_bh,"ATP synthase F1, gamma subunit",protein RecA,C,L,"C,L"
TIGR01146,TIGR02013,pearson,['genome_avg_NOSC'],two-sided,42369,0.4238439508047005,[0.42 0.43],0.0,0.0,fdr_bh,"ATP synthase F1, gamma subunit","DNA-directed RNA polymerase, beta subunit",C,K,"C,K"
TIGR01146,TIGR02027,pearson,['genome_avg_NOSC'],two-sided,43930,0.23910227481437663,[0.23 0.25],0.0,0.0,fdr_bh,"ATP synthase F1, gamma subunit","DNA-directed RNA polymerase, alpha subunit",C,K,"C,K"
TIGR01146,TIGR02075,pearson,['genome_avg_NOSC'],two-sided,44039,0.3023203108065316,[0.29 0.31],0.0,0.0,fdr_bh,"ATP synthase F1, gamma subunit",UMP kinase,C,F,"C,F"
TIGR01146,TIGR02191,pearson,['genome_avg_NOSC'],two-sided,42928,0.006045934792055629,[-0.    0.02],0.21034328863074783,0.21390842911601476,fdr_bh,"ATP synthase F1, gamma subunit",ribonuclease III,C,J,"C,J"
TIGR01146,TIGR02273,pearson,['genome_avg_NOSC'],two-sided,40415,0.0866253157304306,[0.08 0.1 ],3.6436701816003845e-68,4.969590276337488e-68,fdr_bh,"ATP synthase F1, gamma subunit",16S rRNA processing protein RimM,C,J,"C,J"
TIGR01146,TIGR02350,pearson,['genome_avg_NOSC'],two-sided,40232,0.34412918230296136,[0.34 0.35],0.0,0.0,fdr_bh,"ATP synthase F1, gamma subunit",chaperone protein DnaK,C,J,"C,J"
TIGR01146,TIGR02386,pearson,['genome_avg_NOSC'],two-sided,41171,0.41836928208383045,[0.41 0.43],0.0,0.0,fdr_bh,"ATP synthase F1, gamma subunit","DNA-directed RNA polymerase, beta' subunit",C,K,"C,K"
TIGR01146,TIGR02397,pearson,['genome_avg_NOSC'],two-sided,44510,0.2717638849402447,[0.26 0.28],0.0,0.0,fdr_bh,"ATP synthase F1, gamma subunit","DNA polymerase III, subunit gamma and tau",C,L,"C,L"
TIGR01146,TIGR02432,pearson,['genome_avg_NOSC'],two-sided,43558,0.022190813693893374,[0.01 0.03],3.6262314116928164e-06,3.865525870332444e-06,fdr_bh,"ATP synthase F1, gamma subunit",tRNA(Ile)-lysidine synthetase,C,J,"C,J"
TIGR01146,TIGR02729,pearson,['genome_avg_NOSC'],two-sided,45437,0.2502219765247578,[0.24 0.26],0.0,0.0,fdr_bh,"ATP synthase F1, gamma subunit",Obg family GTPase CgtA,C,J,"C,J"
TIGR01146,TIGR03263,pearson,['genome_avg_NOSC'],two-sided,44334,0.029921354816962082,[0.02 0.04],2.9516904078510125e-10,3.2249532535663704e-10,fdr_bh,"ATP synthase F1, gamma subunit",guanylate kinase,C,F,"C,F"
TIGR01146,TIGR03594,pearson,['genome_avg_NOSC'],two-sided,44283,0.2601640904223533,[0.25 0.27],0.0,0.0,fdr_bh,"ATP synthase F1, gamma subunit",ribosome-associated GTPase EngA,C,J,"C,J"
TIGR01146,TIGR03625,pearson,['genome_avg_NOSC'],two-sided,43724,-0.022841642871287614,[-0.03 -0.01],1.7820904744210495e-06,1.9025307995463956e-06,fdr_bh,"ATP synthase F1, gamma subunit",50S ribosomal protein uL3,C,J,"C,J"
TIGR01146,TIGR03632,pearson,['genome_avg_NOSC'],two-sided,44176,0.15272760978504693,[0.14 0.16],1.0066533262210365e-228,2.1040704769374124e-228,fdr_bh,"ATP synthase F1, gamma subunit",ribosomal protein uS11,C,J,"C,J"
TIGR01146,TIGR03654,pearson,['genome_avg_NOSC'],two-sided,43714,0.2999288786758114,[0.29 0.31],0.0,0.0,fdr_bh,"ATP synthase F1, gamma subunit",ribosomal protein uL6,C,J,"C,J"
TIGR01146,TIGR03723,pearson,['genome_avg_NOSC'],two-sided,45008,0.2241436107441588,[0.22 0.23],0.0,0.0,fdr_bh,"ATP synthase F1, gamma subunit",tRNA threonylcarbamoyl adenosine modification protein TsaD,C,J,"C,J"
TIGR01146,TIGR03725,pearson,['genome_avg_NOSC'],two-sided,41999,0.043041263206302215,[0.03 0.05],1.0999838170867805e-18,1.2508177184264394e-18,fdr_bh,"ATP synthase F1, gamma subunit",tRNA threonylcarbamoyl adenosine modification protein YeaZ,C,J,"C,J"
TIGR01146,TIGR03953,pearson,['genome_avg_NOSC'],two-sided,43597,0.20733031015081516,[0.2  0.22],0.0,0.0,fdr_bh,"ATP synthase F1, gamma subunit",50S ribosomal protein uL4,C,J,"C,J"
TIGR01164,TIGR01169,pearson,['genome_avg_NOSC'],two-sided,48730,0.24321409107464798,[0.23 0.25],0.0,0.0,fdr_bh,ribosomal protein uL16,ribosomal protein uL1,J,J,"J,J"
TIGR01164,TIGR01171,pearson,['genome_avg_NOSC'],two-sided,51915,0.26555378951379116,[0.26 0.27],0.0,0.0,fdr_bh,ribosomal protein uL16,ribosomal protein uL2,J,J,"J,J"
TIGR01164,TIGR01302,pearson,['genome_avg_NOSC'],two-sided,42801,0.13100488548072983,[0.12 0.14],3.861309528620053e-163,6.7506733678617e-163,fdr_bh,ribosomal protein uL16,inosine-5'-monophosphate dehydrogenase,J,F,"F,J"
TIGR01164,TIGR01391,pearson,['genome_avg_NOSC'],two-sided,48207,0.14737100959231253,[0.14 0.16],3.58199576982539e-232,7.568940454736101e-232,fdr_bh,ribosomal protein uL16,DNA primase,J,L,"J,L"
TIGR01164,TIGR01393,pearson,['genome_avg_NOSC'],two-sided,49354,0.10114554951482028,[0.09 0.11],2.24493286295209e-112,3.4636316206093807e-112,fdr_bh,ribosomal protein uL16,elongation factor 4,J,J,"J,J"
TIGR01164,TIGR01394,pearson,['genome_avg_NOSC'],two-sided,46567,0.21314724777766725,[0.2  0.22],0.0,0.0,fdr_bh,ribosomal protein uL16,GTP-binding protein TypA/BipA,J,T,"J,T"
